STL,English,Type
"always ( once [0:8] (rise (F == s w 5 I 2 U n 5 q)) -> not ((a 2 e j T V == X 4 5 B) until [0:0.3] (W W C w L P X >= 67 and W W C w L P X <= 88)) )","When at a certain moment in the past 8 time units the transition action that the state of F is changed to s w 5 I 2 U n 5 q would get observed once then the subsequent condition is not true: W W C w L P X will eventually keep greater than or equal to 67 and less than or equal to 88 at a certain time instant within the subsequent 0.3 time units, and until then the state of signal a 2 e j T V will be staying in X 4 5 B continuously.","temporal_response"
"always ( once [0:4] (rise (y n T q == K)) -> not ((C R O z L g j U == s 5 R O h) until [0:77.7] (H B G 5 z P 2 S C 0 >= 33 and H B G 5 z P 2 S C 0 <= 52)) )","Whenever there existed a certain time point during the elapsed 4 time units, at which the transition action that the y n T q signal was changed to K got observed then in response the condition that uninterruptedly the mode of signal C R O z L g j U will be staying in s 5 R O h until ultimately the value of signal H B G 5 z P 2 S C 0 is greater than or equal to 33 and less than or equal to 52 at sometime during the following 77.7 time units will not be true.","temporal_response"
"always ( fall (A R 1 5 H X i > 3.5 and A R 1 5 H X i < 9.2) -> eventually [3:10] (always [58:92] (E M == 931)) )","Globally, whenever the transition action that A R 1 5 H X i leaves the range (3.5, 9.2) gets detected then the following condition holds: there needs to exist sometime after between 3 to 10 time units eventually, after which the value of signal E M ought to be 931 and uninterruptedly this scenario will be holding for the subsequent 58 to 92 time units.","stabilization_recurrence"
"always ( fall (s c 6 7 > 36 and s c 6 7 < 88) -> eventually [77:85] (always [3:7] (p v 6 I 1 q == 10)) )","Globally, whenever the value of s c 6 7 gets out of the range (36, 88), then ultimately after sometime within the coming 77 to 85 time units, the value of p v 6 I 1 q will have to be equal to 10 and uninterruptedly this scenario will be keeping for each time point during the following 3 to 7 time units.","stabilization_recurrence"
"always ( fall (C W > 59.73 and C W < 60.41) -> eventually [1:4] (always [9.37:9.57] (i X z V H e m q u Y == 2)) )","It is always the case that in case that the transition action that the value of C W goes out of the bound (59.73, 60.41) happens, then all of the following conditions hold: there ought to be a certain moment during the first 1 to 4 time units finally, after which i X z V H e m q u Y must be equal to 2 for each moment within the following 9.37 to 9.57 time units.","stabilization_recurrence"
"always ( fall (b x 5 g Z t O G P > 28.7 and b x 5 g Z t O G P < 65.8) -> eventually [8.01:9.96] (always [21.78:33.62] (t g h Q E o _ 9 z == 4)) )","It is always the case that when the scenario that the value of signal b x 5 g Z t O G P leaves the range (28.7, 65.8) occurs, then the following condition holds: there ought to finally exist sometime in the coming 8.01 to 9.96 time units, after which the value of signal t g h Q E o _ 9 z should be equal to 4 and has to consecutively keep like this for each moment in the subsequent 21.78 to 33.62 time units.","stabilization_recurrence"
"always ( fall (_ V 0 O M x _ > 56 and _ V 0 O M x _ < 91) -> eventually [282:2828] (always [6:8] (c y S H u == 37)) )","It is always the case that when the scenario that the value of signal _ V 0 O M x _ leaves the range (56, 91) takes place, then the following condition holds: ultimately after a certain time point in the coming 282 to 2828 time units for each time instant within the next 6 to 8 time units c y S H u uninterruptedly stays equal to 37.","stabilization_recurrence"
"always ( x A F N M 2 t D M d > 9 and (g p >= 3 and g p <= 5) -> always [24:60] (eventually [0:2] (rise (A 4 7 7 w 4 q A f < 97))) )","As soon as x A F N M 2 t D M d stays over 9, and the value of signal g p is within the interval [3, 5] then all of the following conditions are true: for each time point during the coming 24 to 60 time units, there will have to ultimately exist a certain time instant during the first 2 time units, at which the scenario that the value of A 4 7 7 w 4 q A f goes down to smaller than 97 must get observed.","stabilization_recurrence"
"always ( m w M x i > 6.73 and (k z >= 2.21 and k z <= 4.59) -> always [20:89] (eventually [0:9] (rise (x < 1))) )","Globally, whenever the value of m w M x i stays greater than 6.73, and the value of signal k z is within the interval [2.21, 4.59], then all of the following conditions hold: for every time instant in the next 20 to 89 time units there ought to exist a time during the next 9 time units, at which the scenario that the value of signal x becomes below 1 will have to happen.","stabilization_recurrence"
"always ( y E l i M f 5 j N > 58 and (E H K >= 6 and E H K <= 8) -> always [20:51] (eventually [0:1.4] (rise (d X P < 0))) )","In the case the y E l i M f 5 j N signal is bigger than 58 and the value of signal E H K is within the interval [6, 8] then all of the following conditions hold: for each time instant in the coming 20 to 51 time units, there must be a time starting at most 1.4 time units, at which the scenario that d X P gets less than 0 will have to be ultimately observed.","stabilization_recurrence"
"always ( Y 3 n s k N K J o > 9 and (i r P U S y J H >= 4 and i r P U S y J H <= 7) -> always [53:60] (eventually [0:9] (rise (o W c d o s d D x < 0.8))) )","It is always the case that while the Y 3 n s k N K J o signal stays above 9, and the value of signal i r P U S y J H is within the interval [4, 7], then for each moment in the subsequent 53 to 60 time units, there will be eventually a certain time point in the following 9 time units, at which the event that o W c d o s d D x decreases below 0.8 will have to get observed.","stabilization_recurrence"
"always ( v n g p K x l U > 1616 and (E s w >= 5 and E s w <= 8) -> always [480:2743] (eventually [0:77] (rise (L Q m Y l < 97.01))) )","When the v n g p K x l U signal is greater than 1616 and the value of signal E s w is within the interval [5, 8], then all of the following conditions hold: for each time point within the coming 480 to 2743 time units the transition action that the value of L Q m Y l goes down to less than 97.01 happens finally at a certain time instant in the coming 77 time units.","stabilization_recurrence"
"always ( fall (w r 6 5 L P W == k) -> always [62:89] (eventually [80:85] (rise (a s f g v 9 >= 1678))) )","As soon as the event that the mode of w r 6 5 L P W becomes not set to k takes place then all of the following conditions hold: for every moment during the first 62 to 89 time units finally the scenario that the value of a s f g v 9 increases to greater than or equal to 1678 needs to take place at a time during the subsequent 80 to 85 time units.","stabilization_recurrence"
"always ( fall (i 7 u R f == v g 2 n 2) -> always [1:4] (eventually [2:4] (rise (z e Q Q u 8 J r T >= 41.9))) )","In case that the transition action that the mode of signal i 7 u R f starts deviating from v g 2 n 2 gets observed, then all of the following conditions are true: for every time instant in the coming 1 to 4 time units there needs to be sometime during the subsequent 2 to 4 time units, at which ultimately the event that z e Q Q u 8 J r T rises to no less than 41.9 must get detected.","stabilization_recurrence"
"always ( fall (Y p a L == J t Q q h e) -> always [69.99:99.08] (eventually [446:2281] (rise (r C O 0 t Y >= 2916))) )","In the case the transition action that the mode of signal Y p a L starts deviating from J t Q q h e gets observed, then the following condition is true: for every time instant within the first 69.99 to 99.08 time units eventually the event that the value of r C O 0 t Y gets raised to no less than 2916 has to take place at a time starting between 446 to 2281 time units.","stabilization_recurrence"
"always ( fall (I 9 x L x V p == P J o r 7) -> always [2728:2765] (eventually [50:89] (rise (X B q f z S g 4 >= 5))) )","It is always the case that whenever the scenario that the mode of I 9 x L x V p leaves P J o r 7 occurs then the following condition holds: for each time instant in the subsequent 2728 to 2765 time units there has to exist a certain time point during the next 50 to 89 time units, at which the event that the value of X B q f z S g 4 jumps to greater than or equal to 5 will ultimately happen.","stabilization_recurrence"
"always ( fall (g R 5 s A G Y D p == G W q j m E 7 _ 6 1) -> always [33:50] (eventually [22:68] (rise (B S 9 r d j >= 2867))) )","Whenever the transition action that the state of signal g R 5 s A G Y D p leaves G W q j m E 7 _ 6 1 gets observed, then the following condition holds: for each time instant within the coming 33 to 50 time units, there ought to be a certain time instant within the next 22 to 68 time units, at which the scenario that the value of signal B S 9 r d j rises to greater than or equal to 2867 will have to be detected eventually.","stabilization_recurrence"
"always (n > 7 or I N T N 2 j _ _ t < 8)","In the future until the execution ends consecutively n will keep greater than 7 or I N T N 2 j _ _ t will consecutively remain below 8.","invariance_reachability"
"always (i R M l F t 1 P U c > 4 or F z b B y s n _ P < 2749.8)","In the future before the simulation ends, without interruption i R M l F t 1 P U c remains above 4 or consistently the value of signal F z b B y s n _ P will stay below 2749.8.","invariance_reachability"
"always (e i c L > 78 or b P N _ W i _ Y < 1763)","In the future till the simulation ends e i c L will be always remaining larger than 78 or the value of b P N _ W i _ Y will be continuously keeping less than 1763.","invariance_reachability"
"always (q F W 9 0 w > 4 or Q _ < 8)","In the future before the end of the execution the value of signal q F W 9 0 w must keep larger than 4 uninterruptedly or continuously Q _ remains smaller than 8.","invariance_reachability"
